origin_codmun,destination_codmun,flow_2016,flow_2017,Country
4151,4150,85.42,78.58,brazil
2219,2106,80.81,75.1,brazil
4877,4629,1123.81,1203.63,brazil
3633,3647,66.52,68.01,brazil
4072,4127,97.01,98.9,brazil
4235,4157,89.07,83.63,brazil
2225,1787,88.49,93.07,brazil
2310,2310,819.62,898.84,brazil
3997,3855,683.83,747.21,brazil
3206,3331,698.13,698.1,brazil
4509,4569,100.78,110.04,brazil
4107,3968,12.29,13.12,brazil
4877,4676,124.02,118.74,brazil
3890,4251,93.95,99.06,brazil
668,668,1002.51,996.42,brazil
3861,3867,11.84,11.85,brazil
3630,4638,9.38,9.85,brazil
972,4570,106.03,98.0,brazil
4701,4908,90.73,89.36,brazil
3995,4206,11.03,11.5,brazil
4634,4568,107.52,103.84,brazil
3193,3193,109.55,101.75,brazil
4958,4797,80.34,74.58,brazil
4070,3910,14.19,14.5,brazil
627,3630,118.18,125.57,brazil
3630,2367,100.9,104.79,brazil
4196,4198,135.39,136.84,brazil
4940,4849,7.81,7.41,brazil
4877,4616,139.32,139.69,brazil
4358,2083,5.73,5.66,brazil
5068,5016,9.14,8.38,brazil
3630,2351,89.09,86.35,brazil
4419,4978,9.72,10.4,brazil
933,933,123.88,128.91,brazil
3988,3988,1271.34,1233.17,brazil
4859,4650,139.6,130.0,brazil
2311,2311,798.48,756.91,brazil
3849,4099,93.68,102.97,brazil
3650,3650,1350.75,1462.13,brazil
5027,5230,122.62,130.03,brazil
1606,3648,8.89,9.75,brazil
3617,3600,8.37,8.53,brazil
3568,3596,8.15,8.88,brazil
617,705,9.44,8.67,brazil
2629,2634,9.02,8.96,brazil
4570,4978,108.75,103.25,brazil
2313,1992,88.55,87.95,brazil
5047,5172,63.38,68.67,brazil
1751,1751,9.57,9.97,brazil
5170,5171,7.79,7.23,brazil
2231,2231,706.0,721.62,brazil
3890,4210,7.53,6.98,brazil
4877,4863,68.57,67.04,brazil
5175,5145,79.56,81.67,brazil
674,693,90.34,87.27,brazil
363,363,1324.57,1348.95,brazil
3190,3335,13.39,13.07,brazil
5157,5066,131.87,130.48,brazil
816,843,83.34,86.33,brazil
271,1606,11.38,10.41,brazil
4299,4325,112.73,117.22,brazil
273,273,668.74,638.74,brazil
1914,4564,13.44,12.39,brazil
1983,1963,102.67,105.08,brazil
4845,4792,53.25,50.35,brazil
510,1612,9.98,9.74,brazil
4715,4624,99.95,92.93,brazil
3879,4086,9.66,9.24,brazil
777,782,121.16,122.41,brazil
803,877,8.79,8.29,brazil
765,717,88.06,91.5,brazil
4196,3918,8.4,9.17,brazil
2634,2652,96.62,101.14,brazil
699,702,112.51,101.96,brazil
5088,5244,12.56,11.48,brazil
3897,4196,93.59,84.81,brazil
3895,4877,8.67,9.46,brazil
325,452,95.1,103.22,brazil
4044,4044,852.41,835.38,brazil
3290,3612,14.54,13.44,brazil
101,68,61.51,63.31,brazil
4637,4463,148.91,150.09,brazil
4593,4997,8.67,9.28,brazil
5010,5010,1135.16,1156.91,brazil
4548,4877,76.39,76.14,brazil
4377,4859,117.87,113.25,brazil
1999,1953,10.95,11.81,brazil
800,3633,10.51,11.24,brazil
4933,4543,12.57,12.05,brazil
4041,4134,146.43,134.74,brazil
5048,5141,119.66,129.3,brazil
4144,3876,11.36,11.92,brazil
1743,4872,16.02,16.77,brazil
4938,4393,10.61,10.05,brazil
2036,1808,10.52,10.24,brazil
4393,4419,10.48,11.39,brazil
271,972,13.41,12.19,brazil
4940,4638,8.68,8.53,brazil
5281,5175,104.96,102.44,brazil
3985,3865,77.02,73.0,brazil
3900,4246,9.07,8.61,brazil
5087,178,109.38,117.36,brazil
2368,2127,110.15,117.66,brazil
3622,3597,5.28,5.28,brazil
1937,1559,9.07,9.8,brazil
3229,3212,91.03,89.4,brazil
3630,898,76.05,75.18,brazil
3578,2051,105.11,111.44,brazil
4556,4556,944.3,907.46,brazil
4847,4761,86.66,83.66,brazil
3745,3741,9.36,8.73,brazil
3507,3507,110.84,114.37,brazil
4872,3612,9.1,8.37,brazil
2020,2386,129.91,123.12,brazil
4041,4205,15.87,14.57,brazil
2885,2924,9.61,9.1,brazil
5167,5067,71.34,64.91,brazil
3924,4038,12.25,12.56,brazil
3090,2765,119.15,111.25,brazil
3565,3577,8.53,7.97,brazil
757,694,117.05,113.27,brazil
2044,4877,82.67,78.27,brazil
4091,3996,11.44,10.89,brazil
2150,4872,130.89,132.64,brazil
1752,3588,9.09,8.45,brazil
4660,2857,11.86,12.51,brazil
3221,3262,83.19,87.85,brazil
5328,5328,10.09,9.14,brazil
2020,2181,9.49,9.04,brazil
3202,3202,1162.54,1276.28,brazil
386,870,8.24,8.74,brazil
4421,4635,12.38,12.01,brazil
4501,4993,10.22,10.53,brazil
549,594,13.11,12.61,brazil
3569,3583,12.81,13.49,brazil
4660,4575,117.52,128.41,brazil
822,826,109.77,116.77,brazil
5394,5394,63.34,68.86,brazil
2666,3710,9.38,8.47,brazil
3595,3610,8.61,8.39,brazil
2857,2872,9.32,9.03,brazil
2127,2108,8.62,8.46,brazil
4845,1451,10.1,9.63,brazil
2761,2761,107.42,105.47,brazil
4792,4859,12.19,12.12,brazil
2618,2695,10.44,10.24,brazil
5275,5026,10.61,10.09,brazil
239,335,9.55,9.3,brazil
4522,4482,8.53,8.75,brazil
4038,4058,9.46,8.62,brazil
1453,1451,105.31,105.62,brazil
5114,5126,8.7,9.07,brazil
4421,4997,10.56,11.14,brazil
626,626,139.68,134.24,brazil
1480,1480,115.64,117.39,brazil
232,549,11.88,11.29,brazil
1358,5025,9.1,9.78,brazil
2546,2546,813.7,743.21,brazil
2986,2921,83.62,82.5,brazil
3556,3441,11.32,10.76,brazil
413,382,9.67,9.42,brazil
4544,4985,9.09,8.48,brazil
4791,4766,7.87,8.17,brazil
2087,2348,14.81,16.23,brazil
1963,3633,9.59,8.66,brazil
1619,2010,79.23,83.43,brazil
3090,2834,8.4,9.01,brazil
984,984,80.37,73.31,brazil
1153,1153,84.87,77.91,brazil
2028,2028,7.25,7.92,brazil
4871,4986,10.99,11.4,brazil
4543,4867,77.85,80.23,brazil
4926,4766,10.77,10.65,brazil
3575,2064,8.92,8.2,brazil
2784,3135,8.67,8.83,brazil
2056,1859,10.37,9.65,brazil
4419,4710,11.69,12.73,brazil
3931,4127,14.63,14.6,brazil
729,766,10.49,10.68,brazil
2973,3007,10.93,10.04,brazil
5339,5297,93.17,85.75,brazil
4031,4221,10.31,11.17,brazil
2150,4859,11.19,11.93,brazil
5291,5229,8.49,8.87,brazil
5142,4097,12.4,13.26,brazil
114,3276,9.3,8.88,brazil
2674,2623,14.87,14.41,brazil
5377,5377,7.63,7.2,brazil
5295,5354,11.19,11.58,brazil
573,343,11.44,11.58,brazil
2150,4884,10.06,10.52,brazil
3013,3038,74.61,81.63,brazil
4027,3978,10.97,10.84,brazil
1078,1078,1184.01,1131.98,brazil
3879,3879,802.77,830.13,brazil
5424,800,10.42,10.11,brazil
674,713,107.2,97.43,brazil
115,115,933.33,1008.0,brazil
3842,3842,950.86,985.41,brazil
5126,5169,992.39,962.28,brazil
4524,4524,1098.82,1001.52,brazil
4570,4872,110.86,119.9,brazil
857,857,926.73,860.65,brazil
1760,2350,750.28,676.77,brazil
1901,1760,1100.89,1177.32,brazil
789,3556,103.33,108.84,brazil
5230,5230,1051.23,1147.94,brazil
5036,5126,1248.43,1154.78,brazil
3630,826,74.03,67.51,brazil
3182,3227,8.39,8.5,brazil
3246,3246,1272.96,1292.29,brazil
5055,5077,92.07,95.95,brazil
4570,4945,78.12,81.51,brazil
3090,2826,113.22,119.46,brazil
4182,3876,53.66,51.66,brazil
3647,3647,1066.88,1082.1,brazil
4462,4650,88.69,86.85,brazil
4084,3995,10.96,11.45,brazil
4854,4822,90.7,94.59,brazil
2817,2791,8.92,9.32,brazil
5194,5126,107.78,118.13,brazil
4997,2844,7.03,6.42,brazil
4877,1639,11.66,12.63,brazil
3633,3611,60.73,56.64,brazil
4877,4387,83.82,80.64,brazil
25,66,114.07,121.13,brazil
3996,4099,94.4,97.27,brazil
4127,5074,110.37,107.53,brazil
4488,4488,1218.39,1101.43,brazil
4882,4660,8.1,8.27,brazil
4193,4007,107.31,101.07,brazil
1099,1099,1357.72,1232.58,brazil
4780,4920,91.78,86.03,brazil
4279,4279,105.79,112.53,brazil
1933,1933,1064.65,1050.94,brazil
4877,2243,115.32,110.82,brazil
3633,3600,92.42,97.23,brazil
4629,4676,64.64,59.24,brazil
2387,2364,76.53,72.71,brazil
2078,2303,9.1,8.46,brazil
2817,2857,82.32,79.99,brazil
1787,2333,9.9,10.38,brazil
3038,4877,60.08,58.24,brazil
2973,2839,11.63,12.75,brazil
2386,2181,99.01,107.92,brazil
2961,2857,12.38,13.16,brazil
4014,4244,85.45,88.05,brazil
2590,3811,105.33,105.12,brazil
2857,3135,84.1,82.83,brazil
4648,4871,110.5,116.99,brazil
4282,4282,118.02,118.54,brazil
4632,4770,58.44,60.03,brazil
3239,3301,96.63,105.3,brazil
4127,4284,9.38,9.3,brazil
4105,3824,102.47,110.41,brazil
3659,3755,94.31,93.94,brazil
4860,4926,75.56,80.79,brazil
4197,4197,1071.78,1006.88,brazil
4244,3952,124.3,114.57,brazil
510,1901,73.94,70.34,brazil
3614,3625,10.36,10.96,brazil
4430,4822,10.87,11.79,brazil
5068,5119,10.77,11.41,brazil
5455,5434,7.75,7.2,brazil
4428,4401,100.61,90.96,brazil
3630,2364,69.24,69.3,brazil
2348,480,9.03,8.18,brazil
1668,1668,999.42,1074.99,brazil
4859,4677,104.2,98.28,brazil
826,848,9.38,9.16,brazil
3742,3811,114.87,115.51,brazil
4086,3879,8.38,8.75,brazil
4889,4889,706.06,735.51,brazil
4097,3889,128.07,139.5,brazil
4950,4845,152.06,160.27,brazil
2929,2929,90.85,90.84,brazil
681,674,8.03,7.7,brazil
4545,4469,92.67,97.52,brazil
3648,3566,11.17,10.37,brazil
3090,4763,11.02,11.07,brazil
878,549,72.58,66.69,brazil
3118,4747,107.93,118.63,brazil
627,1358,13.31,14.09,brazil
2432,2522,6.18,5.58,brazil
1530,1530,905.26,938.16,brazil
2313,1752,86.17,79.67,brazil
3741,3764,7.96,8.42,brazil
2045,1810,9.73,9.28,brazil
4041,3861,69.97,75.91,brazil
2833,2801,9.27,9.35,brazil
2168,2168,881.67,815.18,brazil
1785,1760,8.21,8.37,brazil
1594,4663,10.92,11.15,brazil
5275,5191,11.76,12.54,brazil
2045,364,13.01,14.09,brazil
3492,3379,100.21,101.94,brazil
1656,2064,93.52,86.87,brazil
4073,4038,95.96,88.62,brazil
855,849,104.22,114.05,brazil
4716,4716,96.4,99.25,brazil
5061,5283,11.21,11.0,brazil
4289,3995,9.04,9.82,brazil
2938,2954,10.95,10.37,brazil
1787,1744,125.36,117.84,brazil
3996,4011,80.73,83.24,brazil
4988,4696,7.66,8.2,brazil
4206,4107,8.57,8.51,brazil
4372,4777,8.46,8.91,brazil
3991,4016,9.2,8.63,brazil
2969,2857,3.51,3.81,brazil
1854,1854,135.01,125.28,brazil
3283,3324,92.73,94.03,brazil
4845,4601,7.38,7.9,brazil
718,649,9.0,9.27,brazil
2351,4877,95.92,88.05,brazil
1296,1309,11.24,10.36,brazil
1694,1897,10.35,10.14,brazil
3867,4270,8.79,8.06,brazil
5056,5047,12.25,12.27,brazil
800,941,11.52,11.03,brazil
3229,3245,102.02,106.52,brazil
5035,5141,13.17,12.13,brazil
3009,3061,107.89,102.17,brazil
2454,2415,6.44,6.51,brazil
2857,5097,66.9,69.49,brazil
3979,4244,7.87,7.75,brazil
3995,4172,10.56,9.92,brazil
740,692,11.26,12.12,brazil
3741,3811,10.84,11.59,brazil
3392,3504,11.17,11.25,brazil
4499,4574,7.36,6.73,brazil
2668,2668,105.75,115.94,brazil
4938,4618,9.6,10.09,brazil
4259,4012,75.6,75.28,brazil
928,1752,119.95,117.0,brazil
1230,1230,65.48,61.95,brazil
418,275,8.54,8.92,brazil
4871,1358,9.6,10.43,brazil
4849,4859,8.37,8.77,brazil
3459,3459,105.97,99.72,brazil
2345,1584,10.21,10.86,brazil
2634,3205,11.38,11.86,brazil
4385,4613,11.2,12.23,brazil
826,3588,12.26,11.27,brazil
4993,2857,11.97,11.05,brazil
4613,4629,5.78,5.63,brazil
3913,4196,8.9,9.04,brazil
950,972,97.99,98.05,brazil
1552,1750,9.28,8.66,brazil
4803,4699,10.45,9.54,brazil
4245,4226,9.24,8.94,brazil
3587,3579,8.96,8.72,brazil
2973,2847,110.23,116.34,brazil
4825,4810,104.38,97.0,brazil
4545,4985,7.85,7.35,brazil
2078,2208,8.12,7.94,brazil
4162,3998,9.57,9.24,brazil
1850,1606,7.49,8.19,brazil
2902,2875,11.43,11.54,brazil
3989,3989,10.18,10.04,brazil
1972,2191,77.06,78.6,brazil
3887,4100,12.7,11.73,brazil
2258,2243,6.56,6.32,brazil
1296,1184,10.19,10.1,brazil
3604,800,12.89,12.03,brazil
4110,3875,10.86,11.53,brazil
816,815,8.84,9.39,brazil
212,545,10.65,11.39,brazil
4421,1606,9.39,10.07,brazil
1924,1951,93.26,100.03,brazil
5281,5145,101.32,102.14,brazil
4884,4835,96.6,90.68,brazil
4663,4849,11.42,10.81,brazil
4791,4404,10.81,11.81,brazil
3350,3389,9.95,10.49,brazil
4796,4880,88.31,88.29,brazil
4334,4334,99.89,92.59,brazil
116,113,70.49,68.66,brazil
1210,972,9.83,9.95,brazil
2791,2817,8.33,8.74,brazil
4878,4747,11.33,10.66,brazil
4795,4995,10.77,10.49,brazil
4074,4110,7.96,7.68,brazil
2954,4872,11.22,11.24,brazil
549,516,10.47,10.35,brazil
3479,3479,9.09,9.6,brazil
4617,4617,7.38,7.43,brazil
674,774,11.74,11.1,brazil
4701,4938,10.76,11.49,brazil
2954,2879,10.22,9.35,brazil
211,374,12.13,11.83,brazil
3108,3121,9.15,8.69,brazil
1645,1991,11.43,11.77,brazil
267,343,9.52,9.25,brazil
3556,3401,7.2,7.65,brazil
2780,3069,7.73,7.49,brazil
817,828,8.85,8.38,brazil
5420,5420,89.22,85.99,brazil
2875,2933,8.89,9.24,brazil
1748,1748,929.89,883.39,brazil
3630,4877,1191.5,1203.11,brazil
4920,4859,730.28,746.63,brazil
3883,4114,93.16,99.69,brazil
3923,4014,109.46,105.26,brazil
5238,5087,941.6,924.25,brazil
5066,5066,1222.63,1291.66,brazil
3090,2882,77.5,76.19,brazil
878,800,78.48,86.22,brazil
4454,4454,1114.78,1136.36,brazil
3904,4189,108.96,102.96,brazil
2348,2348,1045.3,976.68,brazil
4945,4525,957.52,955.99,brazil
3630,3571,91.48,100.45,brazil
1534,1534,982.53,939.85,brazil
4662,4877,80.93,84.79,brazil
5036,5087,898.89,840.23,brazil
819,819,899.37,956.26,brazil
674,735,87.23,89.04,brazil
3617,3575,109.3,107.16,brazil
5203,5203,800.87,856.33,brazil
674,684,94.87,102.44,brazil
627,666,11.56,11.52,brazil
4569,4443,9.05,9.33,brazil
3959,3959,1247.1,1216.51,brazil
3621,3621,1212.19,1259.05,brazil
4203,4198,107.17,110.62,brazil
3944,4070,107.49,96.99,brazil
3566,3583,14.05,13.45,brazil
1752,2064,91.21,91.71,brazil
5203,5036,108.29,112.73,brazil
3630,1059,10.04,10.11,brazil
674,4127,93.53,92.56,brazil
94,5334,64.76,65.53,brazil
4198,4033,787.65,862.69,brazil
4289,4198,52.63,55.34,brazil
4210,4174,109.76,109.06,brazil
2225,1601,58.13,60.61,brazil
5087,5203,131.1,139.68,brazil
4623,4611,10.55,10.84,brazil
865,878,100.27,100.67,brazil
5230,2900,5.95,6.29,brazil
5062,5062,124.12,134.74,brazil
1354,1358,95.81,89.33,brazil
179,179,1121.72,1042.28,brazil
2842,2842,769.43,743.65,brazil
3610,3603,143.95,153.66,brazil
4231,3977,9.31,9.07,brazil
4255,4231,90.69,84.23,brazil
3308,3290,110.26,117.02,brazil
2787,2993,9.55,9.49,brazil
4618,3038,11.19,10.86,brazil
3602,3588,699.65,691.75,brazil
5238,5013,13.51,14.02,brazil
3227,3254,11.69,11.7,brazil
3610,3648,60.81,55.59,brazil
4007,4232,89.54,83.92,brazil
4899,4635,123.86,121.0,brazil
4722,4722,1039.07,1131.06,brazil
3925,4041,89.37,81.58,brazil
4127,5126,132.71,127.54,brazil
3298,3290,125.09,120.04,brazil
3792,3688,93.55,99.38,brazil
4385,4468,95.38,93.62,brazil
2941,2941,1012.84,1053.0,brazil
5173,5090,126.22,122.61,brazil
4884,4660,134.67,136.49,brazil
5187,4127,82.68,75.87,brazil
4877,1071,86.45,83.21,brazil
4828,3597,98.32,91.9,brazil
5127,5114,89.43,97.41,brazil
4262,4127,11.03,11.21,brazil
2121,1684,106.05,116.21,brazil
5212,5011,9.78,9.72,brazil
741,629,9.28,9.11,brazil
5142,5189,73.96,66.65,brazil
1925,1606,81.66,73.74,brazil
2590,2745,78.94,76.3,brazil
2778,2954,93.12,84.12,brazil
4102,4113,79.92,79.86,brazil
4570,928,7.88,7.61,brazil
4822,4682,68.8,68.46,brazil
3177,3290,114.91,108.35,brazil
3601,3586,11.73,12.7,brazil
3981,4110,9.21,8.79,brazil
1140,1297,7.7,7.92,brazil
3592,3600,116.81,115.96,brazil
2069,2095,105.21,98.8,brazil
89,114,10.51,9.5,brazil
5145,5175,92.56,87.19,brazil
4235,4252,97.66,94.46,brazil
4926,4791,155.7,167.76,brazil
3968,3842,9.33,9.83,brazil
3630,5142,9.11,10.01,brazil
4099,3897,126.55,136.14,brazil
3944,3889,109.85,101.86,brazil
2765,3090,89.28,87.16,brazil
4127,4193,11.88,12.5,brazil
5458,5470,88.77,80.38,brazil
4723,4998,98.76,92.39,brazil
1697,2159,87.78,96.36,brazil
5025,4682,10.48,10.24,brazil
1330,1296,13.8,14.99,brazil
1754,2333,9.13,9.4,brazil
2014,1612,105.46,96.71,brazil
1713,1591,65.14,65.73,brazil
4110,4209,92.86,85.24,brazil
2503,2503,996.9,1093.64,brazil
4578,4360,8.09,8.75,brazil
895,1071,103.31,99.48,brazil
1619,1991,95.94,96.41,brazil
800,2333,11.28,10.24,brazil
2420,2432,82.43,81.23,brazil
4754,2954,7.96,7.9,brazil
3827,4127,97.18,103.24,brazil
4232,4282,113.79,115.63,brazil
4662,4682,123.35,115.12,brazil
4222,4079,76.76,83.5,brazil
4468,4926,99.89,104.34,brazil
674,718,99.49,92.47,brazil
3041,3041,81.5,85.56,brazil
2082,1963,90.76,90.87,brazil
4892,4997,113.41,105.43,brazil
4273,3988,10.22,10.63,brazil
3018,5137,95.56,92.37,brazil
898,5455,8.26,7.79,brazil
4558,4871,92.98,93.02,brazil
4877,4643,124.61,132.34,brazil
607,364,8.67,8.96,brazil
4877,1584,73.5,76.18,brazil
4871,4687,10.71,11.14,brazil
1114,1060,14.37,13.9,brazil
4004,3894,107.11,114.13,brazil
4167,4193,119.73,125.78,brazil
800,406,7.84,7.68,brazil
4859,1662,11.66,11.14,brazil
5145,5235,9.78,9.9,brazil
4325,4311,6.33,5.82,brazil
3038,2902,8.35,7.68,brazil
2882,1358,10.81,11.44,brazil
3630,1901,106.62,108.66,brazil
2836,3074,8.65,8.4,brazil
4926,4780,104.69,114.24,brazil
4059,4041,66.11,68.52,brazil
4570,4843,10.43,9.55,brazil
3630,3631,99.72,96.41,brazil
4182,5087,9.29,9.06,brazil
3013,2826,107.93,109.71,brazil
974,898,9.71,9.04,brazil
1753,1753,98.49,90.74,brazil
3206,3630,8.09,8.78,brazil
3630,73,9.8,10.64,brazil
5189,5018,12.13,12.57,brazil
1358,4845,97.82,105.53,brazil
3014,3014,864.41,801.24,brazil
4861,4791,124.55,130.11,brazil
4289,3992,85.58,90.87,brazil
3917,4110,9.31,9.32,brazil
878,855,10.19,11.17,brazil
3934,4199,8.93,8.06,brazil
1358,1401,10.62,11.43,brazil
2219,2191,63.36,67.8,brazil
4214,3997,92.91,98.37,brazil
4046,4024,94.02,94.51,brazil
3615,4570,84.68,82.05,brazil
3974,4273,10.49,9.93,brazil
4884,674,8.93,9.32,brazil
5378,5424,9.66,9.03,brazil
2045,1860,6.39,6.18,brazil
3154,2781,9.83,9.85,brazil
2748,2665,11.72,12.12,brazil
818,854,116.37,123.16,brazil
5265,5196,65.87,62.49,brazil
4289,3832,67.07,61.51,brazil
2052,1999,11.09,11.49,brazil
1999,2052,11.63,12.58,brazil
3612,3653,9.61,9.42,brazil
3722,3722,93.16,88.57,brazil
1019,1423,8.77,8.21,brazil
5081,5081,44.2,47.62,brazil
3269,3198,118.0,121.31,brazil
2159,4404,8.75,8.95,brazil
25,2590,8.43,7.72,brazil
5234,5106,11.17,10.07,brazil
4859,4387,8.53,8.5,brazil
674,4872,8.4,8.37,brazil
4831,4744,9.87,10.62,brazil
1517,1410,10.54,11.11,brazil
3952,4234,10.73,10.88,brazil
4076,4122,79.84,76.73,brazil
3575,3576,8.26,8.28,brazil
4877,4651,11.34,12.05,brazil
3298,2674,121.01,113.37,brazil
2942,2832,9.3,8.51,brazil
4774,4570,8.05,8.63,brazil
4077,4127,10.24,10.14,brazil
3974,4198,9.35,8.58,brazil
4115,3895,8.6,8.94,brazil
762,762,107.37,118.04,brazil
2965,3034,13.39,12.23,brazil
707,674,10.94,9.91,brazil
4273,4289,7.97,7.7,brazil
4789,4457,69.6,74.85,brazil
68,118,9.07,8.63,brazil
999,4419,6.38,6.01,brazil
5251,5218,9.37,9.34,brazil
27,46,9.17,8.69,brazil
275,571,85.3,82.73,brazil
671,629,5.14,4.85,brazil
5067,5262,8.56,9.2,brazil
806,817,6.05,6.62,brazil
4424,2973,7.86,8.41,brazil
5025,3974,12.28,11.07,brazil
877,4127,8.98,8.4,brazil
1936,2333,8.31,9.01,brazil
3843,4110,11.5,11.19,brazil
2243,4635,8.97,9.26,brazil
4889,4877,8.48,7.75,brazil
5087,4215,8.57,7.86,brazil
4091,3879,10.96,10.04,brazil
2847,4548,7.9,7.11,brazil
4127,4197,10.38,11.09,brazil
1251,1251,110.25,101.71,brazil
1976,2218,11.13,11.45,brazil
1097,1042,119.66,115.68,brazil
4708,4543,11.71,12.42,brazil
4181,4027,97.5,91.03,brazil
3174,3240,12.24,13.42,brazil
2799,2935,93.76,91.63,brazil
729,718,7.79,7.19,brazil
4744,4744,856.69,856.17,brazil
4987,4987,939.84,1013.56,brazil
2150,4467,120.01,127.4,brazil
4877,4860,1227.91,1323.01,brazil
5100,5047,948.8,947.22,brazil
130,136,1163.2,1130.72,brazil
4877,2857,561.54,517.63,brazil
800,895,1065.48,1005.38,brazil
5181,5088,1153.8,1044.35,brazil
1808,2379,113.97,110.86,brazil
4011,4247,932.41,962.49,brazil
3629,3583,1237.41,1295.98,brazil
5074,5106,696.51,707.68,brazil
3268,3268,704.81,671.07,brazil
1409,1370,5.6,6.14,brazil
5126,2857,80.55,82.21,brazil
3630,3576,77.15,71.8,brazil
1539,1451,819.8,774.79,brazil
3849,3923,452.66,430.15,brazil
3588,1963,120.28,119.88,brazil
4734,4734,720.62,715.51,brazil
4880,4938,107.03,114.12,brazil
1057,972,96.44,97.41,brazil
782,673,86.3,79.12,brazil
674,3743,91.36,99.92,brazil
4621,4477,8.08,7.82,brazil
3676,3676,1311.05,1253.13,brazil
4877,3090,727.22,750.38,brazil
3849,3897,132.31,127.54,brazil
4007,4007,1214.77,1171.77,brazil
563,317,95.41,102.43,brazil
3630,3598,978.34,1031.32,brazil
1901,1859,101.56,103.64,brazil
5181,5244,111.52,104.0,brazil
674,656,903.13,923.79,brazil
4926,4570,146.47,150.04,brazil
4079,4078,72.37,77.97,brazil
4548,4363,64.51,62.98,brazil
4998,4998,824.34,745.58,brazil
4102,4194,67.6,69.67,brazil
5133,5240,96.8,88.96,brazil
3571,3653,11.96,11.42,brazil
1097,972,13.23,13.97,brazil
5035,5014,138.01,132.65,brazil
4859,4629,74.85,68.88,brazil
2927,2927,745.94,745.2,brazil
4487,4744,13.39,14.44,brazil
4467,4744,84.06,79.06,brazil
407,407,101.75,105.74,brazil
4877,4507,9.94,9.96,brazil
5450,5450,11.01,11.82,brazil
4609,4609,1297.79,1420.58,brazil
3835,3835,124.92,126.44,brazil
2308,1606,73.11,76.19,brazil
3897,4247,120.36,128.63,brazil
2070,1953,9.68,10.26,brazil
3280,3235,111.58,111.37,brazil
2368,2064,9.37,9.44,brazil
1557,1606,79.63,84.33,brazil
4644,4877,97.18,93.22,brazil
4987,4499,7.69,7.38,brazil
1606,2101,124.39,116.58,brazil
1971,1971,1387.76,1453.79,brazil
4496,4777,9.38,9.27,brazil
2161,2161,1026.58,1115.1,brazil
3173,3290,11.89,11.17,brazil
4560,4656,7.4,6.95,brazil
1561,1561,1073.42,1105.83,brazil
4247,4157,103.41,109.14,brazil
3842,3889,9.45,9.8,brazil
2108,2106,93.04,93.89,brazil
2416,2521,105.81,96.84,brazil
2521,2416,107.75,97.71,brazil
4845,4692,7.52,7.08,brazil
3596,3608,92.38,90.34,brazil
5042,5088,93.55,96.0,brazil
1816,1816,1108.43,1160.47,brazil
5132,5018,82.01,82.31,brazil
5305,5319,13.11,12.01,brazil
4990,4744,87.13,81.53,brazil
131,130,98.4,103.73,brazil
4635,4701,76.81,77.23,brazil
2833,2807,9.91,10.5,brazil
4119,4114,66.94,72.61,brazil
4127,3894,13.78,13.69,brazil
4877,4486,79.67,86.17,brazil
3630,808,12.68,13.77,brazil
3992,4206,120.62,120.96,brazil
3995,4149,12.75,12.68,brazil
800,2590,100.35,98.92,brazil
4744,4861,10.46,9.86,brazil
549,3751,121.8,117.14,brazil
5191,5042,87.42,94.68,brazil
4828,4398,11.32,10.8,brazil
674,758,11.86,11.39,brazil
2775,2775,867.22,804.57,brazil
4127,5187,76.88,73.46,brazil
4569,4817,111.79,104.99,brazil
5008,5212,11.25,11.86,brazil
4252,5181,11.43,11.75,brazil
2810,2882,9.91,10.1,brazil
2674,2703,110.34,101.76,brazil
1974,1612,13.93,12.87,brazil
4871,4500,13.18,12.89,brazil
5234,4246,8.65,7.91,brazil
3616,3612,95.81,91.66,brazil
3743,4926,12.02,13.15,brazil
1981,1981,1097.31,1085.22,brazil
4845,3592,11.22,12.21,brazil
4198,4205,90.39,87.53,brazil
3286,3247,9.34,10.15,brazil
1638,1606,9.57,9.19,brazil
5256,5244,84.14,91.88,brazil
343,549,103.84,107.93,brazil
1606,1942,6.89,6.39,brazil
4169,3974,94.61,99.08,brazil
4509,4938,11.96,12.11,brazil
678,678,845.87,788.28,brazil
4424,4791,84.32,90.51,brazil
2348,1996,81.89,84.73,brazil
2415,2424,65.98,70.64,brazil
3090,2873,109.26,104.23,brazil
4232,3967,8.88,8.79,brazil
4267,4154,114.03,117.05,brazil
5218,5044,91.1,98.17,brazil
2311,3630,13.0,14.04,brazil
4570,4564,111.67,113.39,brazil
853,877,9.98,10.39,brazil
4041,3981,10.59,11.09,brazil
5141,5267,7.48,6.96,brazil
3579,3573,8.33,9.09,brazil
4641,4570,111.52,107.27,brazil
4506,4428,127.29,119.13,brazil
5094,4196,10.51,9.86,brazil
1497,3630,8.04,8.19,brazil
4825,4487,11.57,11.02,brazil
627,701,98.47,96.48,brazil
4424,4403,9.11,9.26,brazil
4177,3916,8.86,8.3,brazil
5156,5173,97.77,97.11,brazil
4469,4460,7.66,8.33,brazil
2964,2857,9.83,9.6,brazil
1975,828,10.77,11.43,brazil
691,674,69.07,70.97,brazil
2581,2581,123.83,133.04,brazil
4816,4933,11.86,11.16,brazil
3641,1554,11.55,11.86,brazil
3689,3755,7.97,7.71,brazil
22,22,82.36,81.59,brazil
1693,1963,106.34,105.82,brazil
3575,3564,89.23,97.5,brazil
972,1497,11.44,10.91,brazil
4114,5181,11.79,11.3,brazil
